epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.23591376841068268,0.0010000000474974513,1.9489595890045166,0.5575698018074036,0.3021527826786041,1.7776882648468018,0.6376452445983887
1,0.275518536567688,0.0010000000474974513,1.8139184713363647,0.6080760955810547,0.3166317343711853,1.7335338592529297,0.6652695536613464
2,0.2850726842880249,0.0010000000474974513,1.7907519340515137,0.6175894141197205,0.3356829881668091,1.7146482467651367,0.671175479888916
3,0.29523926973342896,0.0010000000474974513,1.7713404893875122,0.6359627842903137,0.33549246191978455,1.6993205547332764,0.6749857068061829
4,0.30593663454055786,0.0010000000474974513,1.7548331022262573,0.6387799978256226,0.3347304165363312,1.6751500368118286,0.6845113635063171
5,0.30544668436050415,0.0010000000474974513,1.745841383934021,0.6471092700958252,0.3379691243171692,1.6730087995529175,0.6808915734291077
6,0.31365343928337097,0.0010000000474974513,1.7359793186187744,0.6494365334510803,0.34063631296157837,1.668721318244934,0.6936559081077576
7,0.31855300068855286,0.0010000000474974513,1.730408787727356,0.6559284925460815,0.34692323207855225,1.6553785800933838,0.6907982230186462
8,0.3231259286403656,0.0010000000474974513,1.7199530601501465,0.665278434753418,0.3476852774620056,1.6552146673202515,0.685844898223877
9,0.3281479775905609,0.0010000000474974513,1.7122913599014282,0.665931761264801,0.36064010858535767,1.6288632154464722,0.7024195194244385
10,0.32961782813072205,0.0010000000474974513,1.70562744140625,0.6681773662567139,0.3648313879966736,1.62706458568573,0.7073728442192078
11,0.33259838819503784,0.0010000000474974513,1.6994655132293701,0.6718928813934326,0.3667365312576294,1.6258872747421265,0.7100400328636169
12,0.3363139033317566,0.0010000000474974513,1.6892189979553223,0.6743426322937012,0.3732139468193054,1.59969961643219,0.7161363959312439
13,0.34251999855041504,0.0010000000474974513,1.6875118017196655,0.6762616634368896,0.3726423978805542,1.6145826578140259,0.7050867080688477
14,0.3468479514122009,0.0010000000474974513,1.6833765506744385,0.6789155602455139,0.3699752390384674,1.6104073524475098,0.7039436101913452
15,0.34251999855041504,0.0010000000474974513,1.676735520362854,0.6793238520622253,0.36883217096328735,1.603527307510376,0.7062297463417053
16,0.36142414808273315,0.0005000000237487257,1.6415902376174927,0.6967173218727112,0.3840731680393219,1.5630384683609009,0.7264240980148315
17,0.368610143661499,0.0005000000237487257,1.6183501482009888,0.7057814598083496,0.38921698927879333,1.5564018487930298,0.7308058738708496
18,0.37395885586738586,0.0005000000237487257,1.6097415685653687,0.7098236083984375,0.3880739212036133,1.5532798767089844,0.7298533320426941
19,0.3764902949333191,0.0005000000237487257,1.6073108911514282,0.7109668254852295,0.39112213253974915,1.54765784740448,0.7317584156990051
