epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.2629838287830353,0.0010000000474974513,1.8827742338180542,0.5914176106452942,0.32730042934417725,1.715264916419983,0.6683177947998047
1,0.30128204822540283,0.0010000000474974513,1.7601605653762817,0.642128050327301,0.3604496121406555,1.6641106605529785,0.6999428272247314
2,0.3288012444972992,0.0010000000474974513,1.7115012407302856,0.669933021068573,0.34692323207855225,1.6438589096069336,0.7001333832740784
3,0.33655887842178345,0.0010000000474974513,1.6853851079940796,0.6824677586555481,0.3650219142436981,1.612583041191101,0.7127071619033813
4,0.34946104884147644,0.0010000000474974513,1.6669552326202393,0.6933692693710327,0.38654983043670654,1.5846927165985107,0.7235664129257202
5,0.3592601716518402,0.0010000000474974513,1.6399204730987549,0.7017393708229065,0.39207467436790466,1.5743637084960938,0.7279481887817383
6,0.3685693144798279,0.0010000000474974513,1.620967149734497,0.7078229784965515,0.37931033968925476,1.5692861080169678,0.7311868667602539
7,0.37567368149757385,0.0010000000474974513,1.6118464469909668,0.7116200923919678,0.3903600573539734,1.565891981124878,0.725090503692627
8,0.38318634033203125,0.0010000000474974513,1.5932738780975342,0.7217866778373718,0.4059820771217346,1.5439008474349976,0.7454753518104553
9,0.38800424337387085,0.0010000000474974513,1.5744212865829468,0.7273803949356079,0.40979233384132385,1.523427963256836,0.7342351078987122
10,0.39629265666007996,0.0010000000474974513,1.5626068115234375,0.7323207855224609,0.423128217458725,1.5147316455841064,0.7458563446998596
11,0.4039686322212219,0.0010000000474974513,1.5495595932006836,0.7369344830513,0.41607925295829773,1.5091633796691895,0.7433797121047974
12,0.41266536712646484,0.0010000000474974513,1.526948094367981,0.7445696592330933,0.4122689962387085,1.5141700506210327,0.7471899390220642
13,0.42654743790626526,0.0010000000474974513,1.508030652999878,0.7513065338134766,0.42217564582824707,1.498490333557129,0.7565250396728516
14,0.4234852194786072,0.0010000000474974513,1.504337191581726,0.7555936574935913,0.4313202500343323,1.4886196851730347,0.7609068155288696
15,0.431977778673172,0.0010000000474974513,1.496019959449768,0.7561652660369873,0.42979615926742554,1.484897494316101,0.7580491304397583
16,0.42826229333877563,0.0010000000474974513,1.4886198043823242,0.7571043372154236,0.43208229541778564,1.4744737148284912,0.7633835077285767
17,0.4362240731716156,0.0010000000474974513,1.4750852584838867,0.7652294635772705,0.4337969124317169,1.47200608253479,0.7710040211677551
18,0.44512492418289185,0.0010000000474974513,1.4531735181808472,0.7718030214309692,0.4332253634929657,1.4618728160858154,0.7710040211677551
19,0.45063695311546326,0.0010000000474974513,1.4408609867095947,0.7782541513442993,0.434939980506897,1.4560197591781616,0.7694799304008484
