epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.5443001985549927,9.999999747378752e-06,1.4055155515670776,0.8386819958686829,0.5037149786949158,1.478320598602295,0.8123452067375183
1,0.5481789708137512,9.999999747378752e-06,1.3971692323684692,0.8394578099250793,0.5056201219558716,1.473651647567749,0.8142503499984741
2,0.556834876537323,9.999999747378752e-06,1.3911986351013184,0.8417442440986633,0.5079062581062317,1.4697682857513428,0.8144408464431763
3,0.5608770251274109,9.999999747378752e-06,1.3796170949935913,0.8469296097755432,0.5120975375175476,1.465059518814087,0.8150123953819275
4,0.5695737600326538,9.999999747378752e-06,1.365888237953186,0.8502776622772217,0.5183844566345215,1.463727355003357,0.8176795840263367
5,0.5694104433059692,9.999999747378752e-06,1.3592422008514404,0.855013906955719,0.5166698694229126,1.459643006324768,0.8174890279769897
6,0.5767189264297485,9.999999747378752e-06,1.3518716096878052,0.8585252165794373,0.5225757360458374,1.4561518430709839,0.8195846676826477
7,0.5822717547416687,9.999999747378752e-06,1.3414182662963867,0.8631798028945923,0.5223852396011353,1.4528216123580933,0.8212993144989014
8,0.5844765901565552,9.999999747378752e-06,1.332937240600586,0.8617507815361023,0.525814414024353,1.4463127851486206,0.8249190449714661
9,0.5898252725601196,9.999999747378752e-06,1.326954960823059,0.8649355173110962,0.5269575119018555,1.4437634944915771,0.8256810903549194
10,0.5968479514122009,9.999999747378752e-06,1.3156750202178955,0.8688142895698547,0.5275290608406067,1.4415314197540283,0.8275862336158752
11,0.6030540466308594,9.999999747378752e-06,1.3052250146865845,0.8695900440216064,0.5301962494850159,1.436790108680725,0.8272051811218262
12,0.6052180528640747,9.999999747378752e-06,1.2987467050552368,0.8739179968833923,0.5328633785247803,1.4365031719207764,0.8287292718887329
13,0.613383948802948,9.999999747378752e-06,1.2902709245681763,0.8794299960136414,0.5349590182304382,1.4346710443496704,0.829110324382782
14,0.6141188740730286,9.999999747378752e-06,1.2843421697616577,0.8788583874702454,0.538959801197052,1.4315764904022217,0.8300628662109375
15,0.6199575662612915,9.999999747378752e-06,1.2752561569213867,0.8833496570587158,0.5383882522583008,1.4278573989868164,0.8317774534225464
16,0.6208149790763855,9.999999747378752e-06,1.2672806978225708,0.8852686882019043,0.5401028990745544,1.4265635013580322,0.8304439187049866
17,0.6298791170120239,9.999999747378752e-06,1.25214684009552,0.8882083892822266,0.5416269898414612,1.423811435699463,0.8300628662109375
18,0.6340845823287964,9.999999747378752e-06,1.2494227886199951,0.8908623456954956,0.5416269898414612,1.420222520828247,0.8357782363891602
19,0.6391066312789917,9.999999747378752e-06,1.2459999322891235,0.8922913670539856,0.5435320734977722,1.4154845476150513,0.8352066874504089
20,0.6437612175941467,9.999999747378752e-06,1.2319426536560059,0.8964151740074158,0.550009548664093,1.414742112159729,0.8348256945610046
21,0.6442103385925293,9.999999747378752e-06,1.2328133583068848,0.8935162425041199,0.5538197755813599,1.410187840461731,0.835587739944458
22,0.6493957042694092,9.999999747378752e-06,1.2207233905792236,0.894414484500885,0.5494379997253418,1.4113366603851318,0.8367307782173157
23,0.6572758555412292,9.999999747378752e-06,1.2113736867904663,0.900538980960846,0.5494379997253418,1.4108062982559204,0.8361592888832092
24,0.6559284925460815,9.999999747378752e-06,1.2055342197418213,0.9018455147743225,0.551914632320404,1.4078171253204346,0.8371118307113647
25,0.661277174949646,9.999999747378752e-06,1.1990327835083008,0.9008656144142151,0.5549628734588623,1.40705144405365,0.835587739944458
26,0.6695655584335327,9.999999747378752e-06,1.1910202503204346,0.9078474640846252,0.5574395060539246,1.4042764902114868,0.8392074704170227
27,0.6733219027519226,9.999999747378752e-06,1.1822788715362549,0.9091131687164307,0.5591541528701782,1.40895414352417,0.8407315611839294
28,0.6760575175285339,9.999999747378752e-06,1.1726998090744019,0.9087865352630615,0.5622023344039917,1.4024937152862549,0.8409220576286316
29,0.6795688271522522,9.999999747378752e-06,1.1647019386291504,0.9132369756698608,0.5639169216156006,1.4037914276123047,0.8433987498283386
