epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.37759268283843994,9.999999747378752e-05,1.7014788389205933,0.7087212204933167,0.4364641010761261,1.6083601713180542,0.7609068155288696
1,0.42838478088378906,9.999999747378752e-05,1.6129318475723267,0.7473868727684021,0.44446560740470886,1.5767536163330078,0.7711945176124573
2,0.4570471942424774,9.999999747378752e-05,1.5645101070404053,0.7758859992027283,0.45989713072776794,1.5505679845809937,0.7864354848861694
3,0.4807283878326416,9.999999747378752e-05,1.5250484943389893,0.7926669716835022,0.4783768355846405,1.5215189456939697,0.7938655018806458
4,0.5013473629951477,9.999999747378752e-05,1.4838417768478394,0.8073656558990479,0.49266526103019714,1.494644045829773,0.8041531443595886
5,0.5189858078956604,9.999999747378752e-05,1.4549442529678345,0.8186754584312439,0.5025719404220581,1.479004979133606,0.8131072521209717
6,0.5370324850082397,9.999999747378752e-05,1.4266926050186157,0.8268005847930908,0.5111449956893921,1.4625076055526733,0.8161554336547852
7,0.5550792217254639,9.999999747378752e-05,1.392746090888977,0.8403152227401733,0.517241358757019,1.448645830154419,0.827014684677124
8,0.5723501443862915,9.999999747378752e-05,1.3609297275543213,0.8530132174491882,0.5265765190124512,1.4396167993545532,0.8243474960327148
9,0.5915809273719788,9.999999747378752e-05,1.3317791223526,0.8613016605377197,0.5330539345741272,1.436227798461914,0.8277767300605774
10,0.609300971031189,9.999999747378752e-05,1.299018144607544,0.8726931214332581,0.5296247005462646,1.4350600242614746,0.8319680094718933
11,0.6227339506149292,9.999999747378752e-05,1.2769712209701538,0.8779193162918091,0.538959801197052,1.4192087650299072,0.8333016037940979
12,0.6387391686439514,9.999999747378752e-05,1.248150110244751,0.8886575102806091,0.5461992621421814,1.4245752096176147,0.8380643725395203
13,0.647354245185852,9.999999747378752e-05,1.2276391983032227,0.8939245343208313,0.5526766777038574,1.4213066101074219,0.8371118307113647
14,0.6648293137550354,9.999999747378752e-05,1.1962467432022095,0.8999673128128052,0.5452467203140259,1.4162487983703613,0.8392074704170227
15,0.6793646812438965,9.999999747378752e-05,1.1729813814163208,0.907194197177887,0.5515336394309998,1.4170728921890259,0.8414936065673828
16,0.6919402480125427,9.999999747378752e-05,1.1454720497131348,0.9167075157165527,0.5568679571151733,1.418599009513855,0.841684103012085
17,0.7043116092681885,9.999999747378752e-05,1.1248871088027954,0.9213621020317078,0.5576300024986267,1.4255744218826294,0.8445417881011963
18,0.7313816547393799,4.999999873689376e-05,1.0821592807769775,0.9270782470703125,0.5679177045822144,1.4084107875823975,0.8485425710678101
19,0.7432631254196167,4.999999873689376e-05,1.063321828842163,0.9341825842857361,0.5696322917938232,1.413870930671692,0.8475900292396545
20,0.7493059039115906,4.999999873689376e-05,1.0452154874801636,0.9370406866073608,0.5707753896713257,1.4099717140197754,0.8485425710678101
21,0.7619222402572632,4.999999873689376e-05,1.0252848863601685,0.9430834650993347,0.5717279314994812,1.4104523658752441,0.8483520746231079
22,0.770292341709137,2.499999936844688e-05,1.0052636861801147,0.9464723467826843,0.5789674520492554,1.409493327140808,0.8502572178840637
23,0.7744978070259094,2.499999936844688e-05,0.9989950656890869,0.94667649269104,0.5803009867668152,1.4043395519256592,0.852733850479126
24,0.7836436629295349,2.499999936844688e-05,0.9850780963897705,0.9479830265045166,0.5854448676109314,1.4015939235687256,0.8536863923072815
25,0.7831945419311523,2.499999936844688e-05,0.9763435125350952,0.9526784420013428,0.5793484449386597,1.4032715559005737,0.8483520746231079
26,0.7914420962333679,2.499999936844688e-05,0.9698964953422546,0.9503102898597717,0.5827776789665222,1.407386302947998,0.8515907526016235
27,0.7964233160018921,2.499999936844688e-05,0.962486207485199,0.9535766839981079,0.5806820392608643,1.4055167436599731,0.8548294901847839
28,0.8036502003669739,1.249999968422344e-05,0.9480420351028442,0.9552506804466248,0.5835397243499756,1.4046473503112793,0.8538769483566284
29,0.8041809797286987,1.249999968422344e-05,0.9457934498786926,0.9571288824081421,0.5837302207946777,1.4038875102996826,0.8529243469238281
