epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.405316025018692,9.999999747378752e-05,1.5528279542922974,0.7405275106430054,0.45780149102211,1.4406570196151733,0.7811011672019958
1,0.468683660030365,9.999999747378752e-05,1.4084867238998413,0.7855218052864075,0.47228044271469116,1.3956174850463867,0.79424649477005
2,0.5019598007202148,9.999999747378752e-05,1.3196743726730347,0.8123060464859009,0.49399885535240173,1.3438096046447754,0.8089159727096558
3,0.529887318611145,9.999999747378752e-05,1.2558265924453735,0.8345990777015686,0.5052390694618225,1.3361347913742065,0.8148218989372253
4,0.553691029548645,9.999999747378752e-05,1.1976662874221802,0.8468479514122009,0.5149552226066589,1.3125253915786743,0.8222518563270569
5,0.5721459984779358,9.999999747378752e-05,1.145618200302124,0.856728732585907,0.5225757360458374,1.2976689338684082,0.8317774534225464
6,0.592805802822113,9.999999747378752e-05,1.0934629440307617,0.8721623420715332,0.527910053730011,1.2882871627807617,0.831015408039093
7,0.618610143661499,9.999999747378752e-05,1.0400924682617188,0.8836354613304138,0.532482385635376,1.2735798358917236,0.8333016037940979
8,0.6282051205635071,9.999999747378752e-05,1.004866361618042,0.8922505378723145,0.5355305671691895,1.2704005241394043,0.8323490023612976
9,0.650538980960846,9.999999747378752e-05,0.9564382433891296,0.9041727781295776,0.5439131259918213,1.2900187969207764,0.839588463306427
10,0.6649518013000488,9.999999747378752e-05,0.9162312746047974,0.909194827079773,0.5534387230873108,1.2720226049423218,0.8487330675125122
11,0.6779764890670776,9.999999747378752e-05,0.88167405128479,0.9175240993499756,0.5555343627929688,1.2891615629196167,0.8451133370399475
12,0.7088845372200012,4.999999873689376e-05,0.7991268634796143,0.9313245415687561,0.5629643797874451,1.2826483249664307,0.8533053994178772
13,0.722195029258728,4.999999873689376e-05,0.757032573223114,0.939367949962616,0.5724899768829346,1.30879545211792,0.8489236235618591
14,0.7342805862426758,4.999999873689376e-05,0.7300371527671814,0.9390004873275757,0.5772528052330017,1.3163983821868896,0.8500666618347168
15,0.751714825630188,2.499999936844688e-05,0.6867313981056213,0.9469214677810669,0.5799199938774109,1.3198466300964355,0.8536863923072815
16,0.7573493123054504,2.499999936844688e-05,0.6723659634590149,0.949820339679718,0.5808725357055664,1.3259501457214355,0.857306182384491
17,0.760166585445404,2.499999936844688e-05,0.6540504097938538,0.9518210291862488,0.5799199938774109,1.3468682765960693,0.8563535809516907
18,0.7709864377975464,1.249999968422344e-05,0.6310847401618958,0.953903317451477,0.5831586718559265,1.343967318534851,0.8584492206573486
19,0.772578775882721,1.249999968422344e-05,0.6278162002563477,0.957088053226471,0.5814440846443176,1.3493379354476929,0.8569251298904419
20,0.7776008248329163,1.249999968422344e-05,0.6120215654373169,0.9583945870399475,0.5818251371383667,1.3545101881027222,0.8584492206573486
21,0.781887948513031,6.24999984211172e-06,0.5985195636749268,0.9592111706733704,0.5812535881996155,1.3543200492858887,0.8597828149795532
22,0.7870324850082397,6.24999984211172e-06,0.5959596633911133,0.9583537578582764,0.5803009867668152,1.360419750213623,0.8595923185348511
23,0.7862975597381592,6.24999984211172e-06,0.590785801410675,0.9589661955833435,0.5829681754112244,1.3618632555007935,0.8574966788291931
24,0.7855626344680786,3.12499992105586e-06,0.5914077758789062,0.9615792632102966,0.5833492279052734,1.3623720407485962,0.8580682277679443
25,0.7870324850082397,3.12499992105586e-06,0.5866841077804565,0.9617017507553101,0.5837302207946777,1.3664542436599731,0.8567346334457397
26,0.792626142501831,3.12499992105586e-06,0.5794723033905029,0.9614976048469543,0.5833492279052734,1.3702986240386963,0.8576871752738953
27,0.7907480001449585,1.56249996052793e-06,0.5787551403045654,0.9625183939933777,0.582206130027771,1.3704320192337036,0.8576871752738953
28,0.7906663417816162,1.56249996052793e-06,0.5783119797706604,0.9599869251251221,0.584682822227478,1.3720002174377441,0.8578776717185974
29,0.7911154627799988,1.56249996052793e-06,0.5774288773536682,0.9614567756652832,0.5848733186721802,1.3718509674072266,0.8574966788291931
